"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
236,"ALN","American Lorain Corporation","Consumer Goods","Processed & Packaged Goods","China",11.92,,0.18,-1.40%,109490
237,"ALNA","Allena Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",239.37,,10.95,4.39%,93775
238,"ALNY","Alnylam Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",9684.83,,95.22,0.77%,1088011
239,"ALO","Alio Gold Inc.","Basic Materials","Gold","Canada",48.01,6.34,1.35,-1.46%,58801
240,"ALOT","AstroNova, Inc.","Technology","Computer Peripherals","USA",124.40,26.06,17.90,-0.56%,4454
241,"ALPN","Alpine Immune Sciences, Inc.","Healthcare","Biotechnology","USA",102.13,5.94,7.00,0.86%,15518
242,"ALQA","Alliqua BioMedical, Inc.","Healthcare","Drug Manufacturers - Major","USA",10.80,,2.16,0.47%,13297
243,"ALRM","Alarm.com Holdings, Inc.","Technology","Application Software","USA",2170.78,49.38,44.74,3.09%,265955
244,"ALRN","Aileron Therapeutics, Inc.","Healthcare","Biotechnology","USA",55.01,,3.33,3.42%,33882
245,"ALSK","Alaska Communications Systems Group, Inc.","Technology","Telecom Services - Domestic","USA",89.31,182.22,1.64,-1.80%,35048
246,"ALSN","Allison Transmission Holdings, Inc.","Consumer Goods","Auto Parts","USA",6510.76,16.12,46.84,0.15%,1460749
247,"ALT","Altimmune, Inc.","Healthcare","Biotechnology","USA",12.92,,0.34,5.47%,448838
248,"ALTR","Altair Engineering Inc.","Technology","Semiconductor - Specialized","USA",2449.87,,35.49,1.75%,202068
249,"ALTS","ProShares Morningstar Alts Solu","Financial","Exchange Traded Fund","USA",,,37.90,0.00%,3
250,"ALTY","Global X SuperDividend Alternatives ETF","Financial","Exchange Traded Fund","USA",,,15.38,0.88%,13876
251,"ALV","Autoliv, Inc.","Consumer Goods","Auto Parts","Sweden",8807.25,18.13,98.46,-0.50%,1086746
252,"ALX","Alexander's, Inc.","Financial","REIT - Retail","USA",1911.87,26.09,371.96,0.66%,5140
253,"ALXN","Alexion Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",29175.10,,126.01,-5.25%,3143518
254,"AM","Antero Midstream Partners LP","Basic Materials","Oil & Gas Pipelines","USA",6374.37,24.97,33.89,3.80%,579400
255,"AMAG","AMAG Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",789.03,,23.20,3.80%,1060384
256,"AMAT","Applied Materials, Inc.","Technology","Semiconductor Equipment & Materials","USA",49505.19,12.07,48.11,0.29%,9362533
257,"AMBA","Ambarella, Inc.","Technology","Semiconductor Equipment & Materials","USA",1340.57,166.01,39.51,1.23%,595823
258,"AMBC","Ambac Financial Group, Inc.","Financial","Surety & Title Insurance","USA",945.99,9.33,20.70,0.78%,327351
259,"AMBO","Ambow Education Holding Ltd.","Services","Education & Training Services","China",114.25,14.24,5.88,-1.81%,12361
260,"AMBR","Amber Road, Inc.","Technology","Application Software","USA",236.60,,8.52,0.24%,53645
261,"AMC","AMC Entertainment Holdings, Inc.","Services","Movie Production, Theaters","USA",2058.82,,16.55,3.12%,3210555
262,"AMCA","iShares Russell 1000 Pure US Revenue ETF","Financial","Exchange Traded Fund","USA",,,27.75,0.38%,200
263,"AMCN","AirMedia Group Inc.","Services","Marketing Services","China",33.19,,0.50,-2.17%,296074
264,"AMCX","AMC Networks Inc.","Services","Entertainment - Diversified","USA",3407.04,8.45,58.48,-3.51%,1902936
265,"AMD","Advanced Micro Devices, Inc.","Technology","Semiconductor - Broad Line","USA",15434.86,,18.79,1.68%,52736110
266,"AMDA","Amedica Corporation","Healthcare","Medical Appliances & Equipment","USA",2.10,,0.47,1.73%,360773
267,"AME","AMETEK, Inc.","Industrial Goods","Diversified Machinery","USA",17726.03,28.21,76.76,-0.08%,1128456
268,"AMED","Amedisys, Inc.","Healthcare","Home Health Care","USA",3688.09,57.46,106.01,2.11%,1044283
269,"AMG","Affiliated Managers Group, Inc.","Financial","Asset Management","USA",8445.57,17.36,155.65,0.10%,1019527
270,"AMGN","Amgen Inc.","Healthcare","Biotechnology","USA",130351.16,16.20,196.38,0.28%,2496247
271,"AMGP","Antero Midstream GP LP","Basic Materials","Independent Oil & Gas","USA",3599.13,198.33,19.04,-0.94%,813352
272,"AMH","American Homes 4 Rent","Financial","REIT - Residential","USA",6675.51,,22.38,0.18%,1522388
273,"AMID","American Midstream Partners, LP","Basic Materials","Oil & Gas Pipelines","USA",552.37,,6.05,1.68%,1460749
274,"AMJ","JPMorgan Alerian MLP ETN","Financial","Exchange Traded Fund","USA",,,28.76,2.42%,3256093
275,"AMJL","Credit Suisse X-Links Monthly Pay 2xLeveraged Alerian MLP Index ETN","Financial","Exchange Traded Fund","USA",,,19.83,3.60%,5535
276,"AMKR","Amkor Technology, Inc.","Technology","Semiconductor - Integrated Circuits","USA",2057.77,8.94,8.90,3.13%,1244112
277,"AMLP","Alerian MLP ETF","Financial","Exchange Traded Fund","USA",,,11.16,2.29%,24251157
278,"AMMA","Alliance MMA, Inc.","Services","Entertainment - Diversified","USA",2.50,,0.17,0.09%,159104
279,"AMN","AMN Healthcare Services, Inc.","Industrial Goods","General Building Materials","USA",2746.06,21.81,57.15,-7.30%,1533953
280,"AMNB","American National Bankshares Inc.","Financial","Regional - Mid-Atlantic Banks","USA",359.98,16.60,41.00,1.36%,8824
281,"AMOT","Allied Motion Technologies Inc.","Industrial Goods","Industrial Electrical Equipment","USA",461.72,34.85,47.60,5.54%,132451
282,"AMP","Ameriprise Financial, Inc.","Financial","Asset Management","USA",20964.38,10.56,140.23,-1.85%,1121851
283,"AMPE","Ampio Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",265.22,,2.98,-1.32%,929746
284,"AMPH","Amphastar Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Other","USA",805.47,,17.27,0.29%,78306
285,"AMR","Alta Mesa Resources, Inc.","Services","Major Airlines","USA",1063.17,,6.01,1.86%,1030662
286,"AMRB","American River Bankshares","Financial","Regional - Pacific Banks","USA",91.57,20.86,15.60,-0.32%,1748
287,"AMRC","Ameresco, Inc.","Services","Technical Services","USA",630.15,19.56,13.30,0.38%,60832
288,"AMRH","AMERI Holdings, Inc.","Technology","Information Technology Services","USA",25.41,,1.42,0.57%,88346
289,"AMRK","A-Mark Precious Metals, Inc.","Financial","Investment Brokerage - National","USA",90.85,148.57,13.52,2.58%,2679
290,"AMRN","Amarin Corporation plc","Healthcare","Biotechnology","Ireland",822.78,,2.71,-1.45%,2241690
291,"AMRS","Amyris, Inc.","Basic Materials","Specialty Chemicals","USA",353.94,,6.94,-0.29%,315794
292,"AMRX","Amneal Pharmaceuticals, Inc.","Healthcare","Drugs - Generic","USA",5905.15,,19.20,-0.26%,1190061
293,"AMS","American Shared Hospital Services","Healthcare","Specialized Health Services","USA",17.98,36.10,3.00,0.40%,2837
294,"AMSC","American Superconductor Corporation","Industrial Goods","Industrial Electrical Equipment","USA",118.24,,5.74,-1.03%,190626
295,"AMSF","Amerisafe, Inc.","Financial","Property & Casualty Insurance","USA",1217.93,19.87,63.50,0.40%,457337
296,"AMSWA","American Software, Inc.","Technology","Application Software","USA",466.03,43.33,15.34,1.59%,67592
297,"AMT","American Tower Corporation (REIT)","Financial","REIT - Diversified","USA",64806.31,57.36,148.21,-1.31%,1877079
298,"AMTD","TD Ameritrade Holding Corporation","Financial","Investment Brokerage - National","USA",32535.76,27.82,56.58,-0.84%,1489459
299,"AMTX","Aemetis, Inc.","Basic Materials","Specialty Chemicals","USA",26.18,,1.26,-0.38%,5630
300,"AMU","UBS ETRACS Alerian MLP ETN","Financial","Exchange Traded Fund","USA",,,18.12,2.66%,31788
301,"AMWD","American Woodmark Corporation","Consumer Goods","Home Furnishings & Fixtures","USA",1466.30,22.52,83.55,-0.06%,70692
302,"AMX","America Movil, S.A.B. de C.V.","Technology","Wireless Communications","Mexico",56070.88,,16.79,-1.00%,1538156
303,"AMZA","InfraCap MLP ETF","Financial","Exchange Traded Fund","USA",,,7.95,1.92%,1488362
304,"AMZN","Amazon.com, Inc.","Services","Catalog & Mail Order Houses","USA",912762.59,166.56,1834.33,2.07%,4335857
305,"AN","AutoNation, Inc.","Services","Auto Dealerships","USA",4240.12,11.48,46.33,-1.97%,1145590
306,"ANAB","AnaptysBio, Inc.","Healthcare","Biotechnology","USA",1882.16,,80.40,-0.11%,140798
307,"ANAT","American National Insurance Company","Financial","Property & Casualty Insurance","USA",3423.29,13.13,129.67,-0.02%,21370
308,"ANCB","Anchor Bancorp","Financial","Savings & Loans","USA",73.90,17.74,29.80,0.94%,6362
309,"ANCX","Access National Corporation","Financial","Regional - Mid-Atlantic Banks","USA",592.70,22.69,28.13,0.90%,27562
310,"ANDE","The Andersons, Inc.","Consumer Goods","Farm Products","USA",1001.94,,34.85,0.29%,57066
311,"ANDV","Andeavor","Basic Materials","Oil & Gas Refining & Marketing","USA",22698.00,32.17,148.45,-0.91%,580068
312,"ANDX","Andeavor Logistics LP","Basic Materials","Oil & Gas Equipment & Services","USA",9876.71,19.21,45.66,0.75%,676492
313,"ANET","Arista Networks, Inc.","Technology","Diversified Computer Systems","USA",20448.56,40.56,271.85,3.52%,1361906
314,"ANF","Abercrombie & Fitch Co.","Services","Apparel Stores","USA",1712.89,38.83,24.19,2.63%,1452673
315,"ANFI","Amira Nature Foods Ltd.","Consumer Goods","Food - Major Diversified","United Arab Emirates",73.88,2.19,1.84,1.66%,124059
316,"ANGI","ANGI Homeservices Inc.","Technology","Internet Software & Services","USA",7968.38,,15.82,3.40%,651918
317,"ANGL","VanEck Vectors Fallen Angel HiYld Bd ETF","Financial","Exchange Traded Fund","USA",,,28.93,0.10%,201708
318,"ANGO","AngioDynamics, Inc.","Healthcare","Medical Instruments & Supplies","USA",806.03,91.30,21.82,0.88%,112673
319,"ANH","Anworth Mortgage Asset Corporation","Financial","REIT - Diversified","USA",488.49,18.51,4.98,0.00%,299348
320,"ANIK","Anika Therapeutics, Inc.","Healthcare","Biotechnology","USA",507.16,38.28,40.54,0.02%,116273
321,"ANIP","ANI Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",813.95,57.26,65.96,-0.21%,81783
322,"ANSS","ANSYS, Inc.","Technology","Application Software","USA",14826.83,47.78,173.15,1.64%,470807
323,"ANTH","Anthera Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",2.04,,0.08,-13.33%,86151
324,"ANTM","Anthem, Inc.","Healthcare","Health Care Plans","USA",65058.57,20.96,256.53,1.69%,880211
325,"ANW","Aegean Marine Petroleum Network Inc.","Basic Materials","Major Integrated Oil & Gas","Greece",79.72,,1.86,18.47%,1836715
326,"ANY","Sphere 3D Corp.","Technology","Application Software","Canada",5.68,,0.34,0.87%,778193
327,"AOA","iShares Core Aggressive Allocation ETF","Financial","Exchange Traded Fund","USA",,,54.12,-0.02%,189634
328,"AOBC","American Outdoor Brands Corporation","Industrial Goods","Aerospace/Defense Products & Services","USA",534.87,48.36,9.43,0.64%,1457338
329,"AOD","Alpine Total Dynamic Dividend Fund","Financial","Closed-End Fund - Foreign","USA",,,8.87,0.11%,110586
330,"AOI","Alliance One International, Inc.","Consumer Goods","Tobacco Products, Other","USA",153.55,,16.80,2.75%,131934
331,"AOK","iShares Core Conservative Allocation ETF","Financial","Exchange Traded Fund","USA",,,34.06,-0.26%,34534
332,"AOM","iShares Core Moderate Allocation ETF","Financial","Exchange Traded Fund","USA",,,37.68,0.03%,100841
333,"AON","Aon plc","Financial","Insurance Brokers","United Kingdom",35341.51,32.74,141.40,-0.65%,1062642
334,"AOR","iShares Core Growth Allocation ETF","Financial","Exchange Traded Fund","USA",,,44.71,-0.13%,291696
335,"AOS","A. O. Smith Corporation","Industrial Goods","Industrial Electrical Equipment","USA",9935.73,25.15,58.76,0.15%,681897
336,"AOSL","Alpha and Omega Semiconductor Limited","Technology","Semiconductor - Specialized","USA",325.00,23.11,13.38,0.30%,54768
337,"AP","Ampco-Pittsburgh Corporation","Industrial Goods","Diversified Machinery","USA",120.03,,10.25,-1.44%,5185
338,"APA","Apache Corporation","Basic Materials","Independent Oil & Gas","USA",17231.52,12.61,44.41,-1.18%,5896378
339,"APAM","Artisan Partners Asset Management Inc.","Financial","Asset Management","USA",2471.72,13.22,32.45,-0.61%,365233
340,"APB","The Asia Pacific Fund, Inc.","Financial","Closed-End Fund - Foreign","USA",,,13.61,0.39%,884
341,"APC","Anadarko Petroleum Corporation","Basic Materials","Independent Oil & Gas","USA",36337.08,,69.67,0.14%,5315352
342,"APD","Air Products and Chemicals, Inc.","Basic Materials","Chemicals - Major Diversified","USA",35117.81,21.43,159.99,-1.27%,907010
343,"APDN","Applied DNA Sciences, Inc.","Technology","Security Software & Services","USA",43.40,,1.45,4.16%,186820
344,"APEI","American Public Education, Inc.","Services","Education & Training Services","USA",724.74,41.27,43.95,0.34%,87605
345,"APEN","Apollo Endosurgery, Inc.","Healthcare","Medical Appliances & Equipment","USA",176.65,,8.40,-0.94%,85746
346,"APF","Morgan Stanley Asia-Pacific Fun","Financial","Closed-End Fund - Foreign","USA",220.58,3.03,16.80,-0.47%,681
347,"APH","Amphenol Corporation","Technology","Diversified Electronics","USA",28499.21,24.88,93.84,0.49%,1077215
348,"APHB","AmpliPhi Biosciences Corporation","Healthcare","Biotechnology","USA",18.29,,1.09,2.83%,49737
349,"APLE","Apple Hospitality REIT, Inc.","Financial","REIT - Hotel/Motel","USA",4188.03,21.28,18.02,-0.39%,890155
350,"APLS","Apellis Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",1034.44,,17.45,2.41%,221529
351,"APO","Apollo Global Management, LLC","Financial","Diversified Investments","USA",6943.77,10.46,34.11,-2.77%,2088742
352,"APOG","Apogee Enterprises, Inc.","Industrial Goods","General Building Materials","USA",1379.91,19.05,49.53,0.34%,85061
353,"APOP","Cellect Biotechnology Ltd.","Healthcare","Biotechnology","Israel",35.81,,5.64,-6.96%,69802
354,"APPF","AppFolio, Inc.","Technology","Application Software","USA",2705.12,202.24,76.85,1.18%,252209
355,"APPN","Appian Corporation","Technology","Application Software","USA",2088.04,,33.07,3.73%,468788
356,"APPS","Digital Turbine, Inc.","Technology","Application Software","USA",117.84,,1.48,2.07%,466710
357,"APRI","Apricus Biosciences, Inc.","Healthcare","Biotechnology","USA",6.80,,0.28,0.76%,447758
358,"APRN","Blue Apron Holdings, Inc.","Services","Specialty Retail, Other","USA",394.18,,1.83,-24.38%,13913191
359,"APT","Alpha Pro Tech, Ltd.","Industrial Goods","General Building Materials","Canada",47.45,18.64,3.30,-1.49%,15295
360,"APTI","Apptio, Inc.","Services","Business Services","USA",1713.13,,37.38,7.35%,819355
361,"APTO","Aptose Biosciences Inc.","Healthcare","Biotechnology","Canada",98.58,,2.86,-2.05%,272598
362,"APTS","Preferred Apartment Communities, Inc.","Financial","REIT - Residential","USA",682.92,,16.95,0.24%,189319
363,"APTV","Aptiv PLC","Consumer Goods","Auto Parts","Ireland",26057.26,23.15,96.77,0.92%,1416476
364,"APTX","Aptinyx Inc.","Healthcare","Biotechnology","USA",663.26,,22.05,-1.34%,91762
365,"APU","AmeriGas Partners, L.P.","Utilities","Gas Utilities","USA",3846.62,20.79,41.00,-3.94%,422408
366,"APVO","Aptevo Therapeutics Inc.","Healthcare","Biotechnology","USA",104.77,,4.38,1.62%,66999
367,"APWC","Asia Pacific Wire & Cable Corporation Limited","Industrial Goods","Industrial Electrical Equipment","Taiwan",35.90,8.79,2.55,1.59%,2
368,"APY","Apergy Corporation","Basic Materials","Oil & Gas Equipment & Services","USA",2896.29,25.74,40.57,1.30%,404937
369,"AQ","Aquantia Corp.","Services","Business Services","USA",438.47,,12.68,0.40%,325335
370,"AQB","AquaBounty Technologies, Inc.","Healthcare","Biotechnology","USA",35.27,,2.79,-1.06%,19925
371,"AQMS","Aqua Metals, Inc.","Industrial Goods","Waste Management","USA",117.27,,3.10,1.31%,137109
372,"AQN","Algonquin Power & Utilities Corp.","Utilities","Diversified Utilities","Canada",3847.14,40.74,9.94,0.81%,199004
373,"AQUA","Evoqua Water Technologies Corp.","Industrial Goods","Pollution & Treatment Controls","USA",2508.14,166.31,21.62,1.45%,349404
374,"AQXP","Aquinox Pharmaceuticals, Inc.","Healthcare","Drugs - Generic","Canada",71.49,,3.01,-0.33%,212945
375,"AR","Antero Resources Corporation","Basic Materials","Oil & Gas Drilling & Exploration","USA",6320.32,7.60,18.96,-5.25%,7882513
376,"ARA","American Renal Associates Holdings, Inc.","Healthcare","Medical Laboratories & Research","USA",532.55,205.90,16.06,1.90%,119152
377,"ARAY","Accuray Incorporated","Healthcare","Medical Appliances & Equipment","USA",346.62,,3.85,1.32%,239872
378,"ARC","ARC Document Solutions, Inc.","Services","Business Services","USA",107.85,,2.51,-3.09%,302348
379,"ARCB","ArcBest Corporation","Services","Trucking","USA",1267.74,25.68,48.35,5.68%,311985
380,"ARCC","Ares Capital Corporation","Financial","Diversified Investments","USA",7375.44,9.28,17.24,0.23%,1475108
381,"ARCH","Arch Coal, Inc.","Basic Materials","Industrial Metals & Minerals","USA",1867.51,,88.34,1.53%,323762
382,"ARCI","Appliance Recycling Centers of America, Inc.","Services","Electronics Stores","USA",4.67,,0.68,-2.77%,11701
383,"ARCM","Arrow Reserve Capital Management ETF","Financial","Exchange Traded Fund","USA",,,100.02,-0.18%,1
384,"ARCO","Arcos Dorados Holdings Inc.","Services","Restaurants","Argentina",1435.55,16.35,6.85,0.00%,409812
385,"ARCT","Arcturus Therapeutics Ltd.","Healthcare","Biotechnology","USA",84.11,,7.45,-4.85%,20354
386,"ARCW","ARC Group Worldwide, Inc.","Industrial Goods","Metal Fabrication","USA",50.07,,2.19,0.48%,800
387,"ARD","Ardagh Group S.A.","Consumer Goods","Packaging & Containers","Luxembourg",3635.65,103.72,15.35,-3.70%,153139
388,"ARDM","Aradigm Corporation","Healthcare","Drug Delivery","USA",21.91,,1.40,-3.51%,15970
389,"ARDX","Ardelyx, Inc.","Healthcare","Biotechnology","USA",251.06,,3.95,-1.25%,129501
390,"ARE","Alexandria Real Estate Equities, Inc.","Financial","REIT - Office","USA",13065.08,48.41,126.05,-1.65%,662691
391,"ARES","Ares Management, L.P.","Financial","Asset Management","USA",4889.84,15.41,21.25,1.67%,1204500
392,"AREX","Approach Resources, Inc.","Basic Materials","Independent Oil & Gas","USA",226.32,,2.30,2.68%,305848
393,"ARGO","Argo Group International Holdings, Ltd.","Financial","Property & Casualty Insurance","Bermuda",2102.50,132.14,62.50,-0.40%,43238
394,"ARGT","Global X MSCI Argentina ETF","Financial","Exchange Traded Fund","USA",,,28.95,-2.20%,578695
395,"ARGX","argenx SE","Healthcare","Biotechnology","Netherlands",2470.27,,91.93,-0.22%,72394
396,"ARI","Apollo Commercial Real Estate Finance, Inc.","Financial","REIT - Diversified","USA",2372.12,11.98,19.11,0.37%,1282779
397,"ARII","American Railcar Industries, Inc.","Services","Railroads","USA",881.25,23.07,45.10,2.38%,98388
398,"ARKG","ARK Genomic Revolution Multi-Sector ETF","Financial","Exchange Traded Fund","USA",,,29.65,1.02%,442296
399,"ARKK","ARK Innovation ETF","Financial","Exchange Traded Fund","USA",,,45.87,2.55%,500213
400,"ARKQ","ARK Industrial Innovation ETF","Financial","Exchange Traded Fund","USA",,,36.16,2.76%,87408
401,"ARKR","Ark Restaurants Corp.","Services","Restaurants","USA",87.01,35.37,24.65,7.31%,5276
402,"ARKW","ARK Web x.0 ETF","Financial","Exchange Traded Fund","USA",,,56.65,2.61%,367625
403,"ARL","American Realty Investors, Inc.","Financial","Property Management","USA",308.72,,18.79,2.62%,4022
404,"ARLP","Alliance Resource Partners, L.P.","Basic Materials","Industrial Metals & Minerals","USA",2692.39,6.52,20.30,1.50%,358395
405,"ARLZ","Aralez Pharmaceuticals Inc.","Healthcare","Biotechnology","Canada",21.06,,0.29,-0.34%,814198
406,"ARMK","Aramark","Services","Specialty Eateries","USA",9639.13,31.13,38.88,-2.92%,2317285
